,customer_id,email,signup_date,gender,region,loyalty_tier
423,C00424,jason24@griffin-hernandez.org,2025-03-03,Other,West,silver
424,C00425,victor87@miller.com,2024-12-15,male,North,bronze
425,C00426,crystalpham@mayo.com,2025-01-08,male,East,gold 
426,C00427,roberta85@yahoo.com,2024-10-19,female,South,silver
427,C00428,floresjeffery@brown-frey.net,2024-11-21,female,North,gold 
428,C00429,craigsandoval@ferguson-moody.com,2025-04-28,female,Central,bronze
429,C00430,lkelly@young.com,2025-06-25,female,East,gold
430,C00431,stacey92@vaughan.info,2025-02-01,female,Central,gold
431,C00432,tracydavis@gmail.com,2025-02-24,female,North,bronze
432,C00433,foxaaron@harris.com,2024-07-29,female,Central,silver
433,C00434,brendastark@mathis.com,2024-11-28,male,West,gold 
434,C00435,rogersmarcus@gmail.com,2025-04-16,male,Central,silver
435,C00436,lbanks@hotmail.com,2025-02-09,female,North,gold
436,C00437,elizabetholsen@yahoo.com,2024-11-02,Other,West,silver
437,C00438,gregorysmith@hotmail.com,2025-02-13,Other,Central,gold 
438,C00439,whitelucas@hotmail.com,2024-09-29,Other,North,bronze
439,C00440,vtaylor@young.com,2025-03-10,Other,North,gold
440,C00441,sean43@steele.com,2024-08-10,female,South,bronze
441,C00442,williamssamuel@costa-wilkerson.info,2025-06-13,male,North,bronze
442,C00443,amy17@hotmail.com,2025-03-15,female,West,silver
443,C00444,shannonlloyd@phillips.com,2024-08-15,female,West,gold 
444,C00445,george62@jones.com,2025-02-21,male,West,silver
445,C00446,reynoldsdesiree@hotmail.com,2025-06-16,Other,West,silver
446,C00447,brianrivera@gmail.com,2024-12-11,female,Central,silver
447,C00448,kenneth10@yahoo.com,2025-02-13,female,South,silver
448,C00449,briansmith@gmail.com,2024-10-28,female,East,silver
449,C00450,collinclark@hotmail.com,2024-10-27,female,East,gold 
450,C00451,tanthony@ruiz-jacobson.com,2024-08-10,female,North,gold 
451,C00452,nathanjames@gmail.com,2024-12-26,female,West,bronze
452,C00453,scott43@elliott-hernandez.com,2024-08-08,male,West,silver
453,C00454,larellano@gmail.com,2025-02-05,female,South,gold
454,C00455,acardenas@mcdaniel.com,2025-01-06,male,South,silver
455,C00456,fostermelissa@gmail.com,2025-01-16,male,East,bronze
456,C00457,averyshane@stanton.com,2024-07-22,female,South,gold 
457,C00458,mcneilryan@hotmail.com,2024-09-01,Other,North,gold
458,C00459,renee11@yahoo.com,2025-02-07,female,North,gold 
459,C00460,melissa87@gmail.com,2025-05-07,Other,West,gold
460,C00461,perryeddie@hotmail.com,2025-02-17,female,South,silver
461,C00462,hartcraig@dillon-beard.biz,2024-10-16,Other,West,gold 
462,C00463,earmstrong@gmail.com,2024-09-10,Other,West,bronze
463,C00464,mthomas@hotmail.com,2025-04-01,male,Central,gold
464,C00465,fosternatasha@hotmail.com,2024-10-06,female,Central,gold
465,C00466,xmccall@morgan.com,2024-10-22,male,North,gold
466,C00467,comptonjeremy@yahoo.com,2025-04-20,Other,North,gold
467,C00468,joseph69@hotmail.com,2024-08-09,female,North,gold
468,C00469,alewis@washington.com,2025-01-22,female,North,silver
471,C00472,joshuacolon@hotmail.com,2024-12-07,male,South,silver
472,C00473,allentracy@thompson-harrell.org,2025-02-05,male,North,bronze
473,C00474,frank41@yahoo.com,2024-07-16,female,East,bronze
474,C00475,martinashley@gmail.com,2025-06-03,female,North,bronze
475,C00476,ericaadams@palmer-hancock.com,2025-01-06,female,East,bronze
476,C00477,carolynsmith@franklin-hahn.com,2024-12-17,male,West,bronze
477,C00478,stephen37@yahoo.com,2025-03-25,female,South,gold
478,C00479,smithyvonne@yahoo.com,2025-02-09,male,South,gold 
479,C00480,gabrielle71@yahoo.com,2024-10-21,Other,Central,silver
480,C00481,jose43@gmail.com,2025-01-22,female,North,gold
481,C00482,trujilloleah@powell.com,2025-03-17,male,West,gold
482,C00483,jordan66@yahoo.com,2025-04-18,female,East,gold
483,C00484,matthewreeves@nichols.com,2025-01-19,male,North,gold 
484,C00485,marywalter@gmail.com,2024-10-28,male,South,bronze
485,C00486,qanderson@stokes.com,2025-03-17,male,East,gold
486,C00487,michaelgarner@fisher-eaton.com,2024-10-15,female,North,gold 
487,C00488,eyork@gmail.com,2025-06-07,male,North,silver
488,C00489,gpreston@dillon.net,2024-10-29,female,West,bronze
489,C00490,pittsedward@gmail.com,2024-11-16,male,North,silver
490,C00491,tthomas@gmail.com,2025-05-04,Other,Central,gold 
491,C00492,lcook@walters-smith.com,2024-09-25,male,Central,gold 
492,C00493,tracygallagher@anderson.biz,2024-12-09,female,South,gold 
493,C00494,creyes@hotmail.com,2024-09-21,female,North,gold
494,C00495,mcclainkatherine@hotmail.com,2024-09-18,male,Central,gold
495,C00496,simsjohn@wiley.net,2025-02-19,female,Central,gold
496,C00497,cameronwilliams@yahoo.com,2024-12-30,female,West,gold
497,C00498,ibarron@yahoo.com,2025-06-21,male,South,silver
498,C00499,karen26@gmail.com,2024-10-02,female,North,gold 
499,C00500,jasonjohnson@jackson.com,2024-11-28,male,North,gold 
